sentiment,title,body
negative,Barbie Houses,"When will Mattel learn to use more durable materials when constructing their Barbie houses? The first Barbie houses were made out of cardboard (even the furniture)! In the late 60's Mattel began making Barbie houses out of cardboard covered in a smooth, almost stretchy-type of plastic (but the furniture was thin and brittle). Currently, Barbie houses are constructed out of a brittle-type of plastic and I am through wasting my money on them. Why doesn't Mattel wise up and use the same material for their houses that Barbie dolls are made of? Even better would be to use the type of plastic that Little Tikes uses for its toys. Perhaps it's a ploy and Mattel really doesn't want their Barbie houses to last!"
negative,Lest we forget...,"Yes, this movie is poo-poo. There's no denying that. But to all the people who are outraged that Leatherface dresses as a woman, I feel that they should be reminded of a few facts. The inspiration for Leatherface, Ed Gein, cut the skin off of dead women and made a whole suit that he wore on a regular basis. Just like Buffalo Bill (Silence of the Lambs) and Norman Bates (Psycho), were crossdressers, and also based on Gein.And the fact that in the original, Leatherface had his ""pretty lady"" mask with lipsick and other make-up on when he was cooking supper.I wonder if the picture on the DVD cover of Renée Zellweger was taken when she realized she still had a career after being in this turd of a movie."
positive,A cut above most of the genre,"As others have noted, ""Superbad"" follows in the footsteps of countless ""last party of the senior year"" movies, and relies on many of the standard situations. It rises above much of the genre, however, by throwing in a couple of over-the-top cops, and through well-tuned dialog among the three teenage buddies. If you don't mind a lot of bad language (and countless humorous drawings of penises) ""Superbad"" will keep you laughing fairly constantly."
negative,error,that card or code dosnt work say something like have a mistake or that code is unable for that aplication or somehing like that please i need a solution or i need my money back i really appreciated your help
positive,Piece of Cake,"My ceiling fan had the almost identical remote control that worked flawlessly for more than 7 years. When it finally died, I purchased the Westinghouse control to replace it. Installation was easy and took just about 20 minutes. It works great and I expect it will last a long time."
negative,Acorn: THINK OF THE HEARING IMPAIRED,"I really get upset to see so many good movies without closed caption; is it really too expensive to add subtitles to these movies. We view cc movies and would like to purchase them, even when they are expensive, but Acorn (the worst of the group) doesn't provide closed caption, altho they have started to put SDH (a subtitle) on newer movies. Couldn't they go back a few years and do the same with other fine movies? And really make an effort for cc with the new ones they are releasing?"
negative,The Black Art of Xbox mods,Good basic book on modding. The pictures are of good enough quality to make the verbage much clearer. More details on opperating systems with the Xbox would have been helpfull. One still needs the internet and a good knowledge of where to go in order to find the rest of the puzzle.
negative,"Arrived quickly, but skips a lot while playing and now won't play at all","I was so very excited to see that there was this DVD for sale, as it was a used item, I was so delighted how reasonably priced it was. I have been renting it via Amazon and that was getting expensive. The DVD arrived quickly and was very well packaged...unfortunately, it doesn't play well. There are no obvious scratches on the DVD but it was constantly skipping and now I cannot even get it to play....I'm going to try it on my portable DVD player but it looks like I may have to purchase another one...oh well, at least it wasn't a significant amount of money...."
negative,very bad,"beware ...this product does not rflect what you are getting...you get a net and a bunch of string... you are suppose to put all this together...how, is a guess...you get about a thousand strings of different colors and you have to attached them to the net( size of an hankershift).so don't buy this product.cost me more to send back."
negative,Disappointed with watchband,Had to replace watch band. Too smallJust an inexpensive watch and I don't have high expectations. We'll see how long it lasts.
positive,Logitech Review,"The logitech cordless trackman is easy to use, It would be nice if it a way to control its sensitivity, otherwise it's great"
positive,A must play,"this game has a good length, and fun to play and figure out when your bored. good for kids 8 and up (im 9) i strongly recommend it to zelda fans, plus master quest is a good bonus to! although it is a little bit expensive, so get it at gamestop or some place like that. Link moves slow though. if you like this game, try this one. -)The Legend of Zelda: The Wind Waker"
positive,'Your' the 'False Prophet' Mariel!.,"*Sister Faustina 'most certainly' ""could write!"". >*She had her 'pens' ""blessed"" by Jesus!. 'I suggest' you >""Read"" the Diary 'AGAIN' Mariel!. Only, >'this time', >""Read it THOROUGHLY!"". >'SHAME ON YOU!!'. False Prophet!. Yours faithfully, Sister. Henry. >You speak ""Slander"" Mariel and ""Double-Tongued!!"". >What does 'IMPRIMATUR' ""MEAN!!"". Hahahahahahaha!. >""UP YOURS!!!"". Sister. Pissed OFF!! >""GET A 'LIFE!!'""."
negative,Faulty product - problems with DHCP,"I purchased this router a while ago. After installing it and following the setup instructions, I found out the router wasn't obtaining an IP address from the cable network. I tried both using the router's MAC address, and making the router ""clone"" the PC's MAC address; none of them worked. Then I upgraded the router's firmware to its latest version; that didn't help either.At first, I thought the issue had to do with my cable company, but after reverting to my original configuration (PC directly connected to the cable modem), the DHCP problems were solved. Checking in Netgear's forums and in some other sites around the Internet, I've found many customers with similar issues.I decided to discontinue using the router, and to purchase a Linksys WRT54G, which has been working flawlessly.Think twice before purchasing this Netgear router... for the same money, you'll be able to find a better product."
positive,The very best of dan fogelberg,I very much enjoy this cd. I never knew that Dan Fogelberg had so many hits. Price was good and it came in the mail in just a couple days. Completely happy
positive,PPL,Had to get in on DVD just to watch the bonus stuff and see how the girls are together in real life. I love the series. It's soo suspensful and the end of each episode will leave you with wanting more. It will become you're new obsession.
negative,WTF,Saturate was pretty good. The rest of the album seams to be some desperate plea to become unpopular.
negative,"Brilliant sound, weak connectors, poor reliability","I have had two sets of these marvelous sounding speakers and both have failed. They feature outstanding lows, mids, and highs for about the best 2.1-channel PC sound I've heard.Unfortunately, they do not hold up. My first set developed a buzz after several weeks. I exchanged them for another set because I loved the sound so much. After about 3 years, my second set has failed. The left or right speaker would continually cut in and out, forcing me to fiddle with the wires and the connector to the subwoofer. Finally, today, I was happily listening to iTunes when all of a sudden the speakers began to buzz and pop until the sound cut out and the little green power light faded out, never to relight again. Very, very disappointing!"
positive,An extraordinary Series,An extraordinary Series.Perfect color. Remastered again.Wonderful scripts.Entertainment guaranteed for all the family.We waited for with anxiety the next delivery.A jewel for the collector
positive,10 batteries for 1 penny!,"i bought this from snowvoice. the batteries were shipped very quickly and (so far) work great.although the price for 10 batteries is only $0.01, there's another $5.00 for postage and handling but that's still a great deal. i bought 30 batteries and the seller even rebated me $1.50 on the total order. amazing!"
positive,perfect for jewelry storage,"As a rep for Stella & Dot, I needed something to store my jewelry where I could still see it all. This works perfect!! It holds rings, earrings, bracelets very well. There are different size pockets too. When I head to a trunk show I just hang it in my car on the garment hook and it travels well!Rebecca C.Stella & Dot, Independent Stylist[...]"
negative,Mixed up pages,"This book was going great until I got to page 60. The next page was missing and was clearly printed that way, not torn out. I flipped through the next few pages and realized that pages were put together all mixed up, so I've had to flip around to keep reading. It's very annoying and confusing. The publisher is Harper Collins. They should be ashamed of themselves. This book is a classic. Get the book, just not this printing."
positive,Get On Top,Very Informative and the girls in the salon loved this book. Every single woman need this in her library as a tool to be successful at finding a good man.
positive,The reference on the subject.,Look no further if you want a detailed illustrated reference on the CB750 ! Doubles as a great coffee table book too .
negative,"If you want Costner being funny, watch Tin Cup","Starts off possibly being worthwhile. But the over the top political improbability ruins some potentially reasonable social commentary I would have liked to give it at least a '3' were it not for this. Now a movie like ""Man of the Year"" is funny and makes a decent commentary at points...worth a '3'. Or ""Wag the Dog,"" which handles its improbability well while making its point."
positive,Time for a new edition of this!,"My copy of this great book is in a box somewhere, but I have a powerful hankerin' to read it again. New edition, please! This is the best distillation of Rucker's odd writing-- odd but wonderful. He's almost never without his tongue thrust firmly in his cheek in these stories, but the scientific and mathematical principles he's dealing with are thoroughly discussed and dissected. It's HARD to describe Rucker-- better to read some of his novels (Master of Space and Time, Wetware/Software/Freeware, The Sex Sphere, White Light, the Hollow Earth), all of which show a loose, easygoing style mixed with challenging theory-- kind of a cross between JD Salinger and Larry Niven. (But better than that sounds...) Anyway, Transreal! is a great collection of Rucker's short stories, many of which I remember well even 10 years later-- try out ""The 57th Franz Kafka"" and you'll see what I mean. If you find a reasonably-priced copy of this, leap!"
negative,Preschool,"I have worked out with many videos, brands and type of training for a number of years. I became an AKA last October and received my first prosthetic in March of this year. I found this video undemanding and way too preschool for me."
positive,"Great wine glass, when it ships in one piece","I've been using these glasses for 6 months and love them for casual wine drinking. They're great in that they go right into the dish washer with no problems and look beautiful coming out every time.I recently decided to expand the collection a little bit, and ordered eight more. The purchase went through Wine Enthusiast, and I wasn't expecting any issues since I've purchased directly from them in the past. However, and I thought you all might find this entertaining, a rather thin box showed up today and was not in great shape. I picked it up to the sound of raining glass shards inside. Upon opening the box, I found both tubes (each holding 4 glasses) almost completely smashed. I've gotten the occasional broken glass in a shipment before, but this is the first time I've received an entire box of broken glass. :-) Time to go talk to Wine Enthusiast about their shipping practices."
positive,Good live CD but...,"This was a very good live CD but I just didn't care for the songs Something to believe in because of certain lryics on the song as it was sung. Also I didn't really enjoy the song I don't like monday's. But to me rest of the CD rock because it had most of the hits all on one live CD. I think if your a true Bon Jovi fan like myself, then pick this live CD up, then also buy the CD called Cross Roads which has the main hits all on one greatest hits album. Then between the live CD and the greatest hits CD you have the whole set of Bon Jovi. Then you can sit back and relax plus enjoy song after song of their music."
negative,Tarantino's Weakest Effort by Far!!,"I just don't know what to say? I'm a HUGE QT fan and this movie was just plain bad! How could the same writer/director of Reservoir Dogs, Pulp Fiction, Jackie Brown, and Kill Bill be responsible for this mess? The dialouge was never ending and it was not unique, quirky, funny, or intriguing like it was in his previous works...it was just ANNOYING. Also I don't think it would have been possible for QT to write more unlikeable female characters in the second half of this film. I was rooting for them all to die! And sadly, they were SUPPOSSED to be the heroes. Also, what happened to Stuntman Mike at the end of the film? He just wussed out. Very weak all around.Although I will acknowledge that I enjoyed much of the first half of the film and the car chase scene. Hence 2 stars instead of 1."
positive,dranzer s,"Dranzer s is the best blade. It with the Driger weight disk, the Dranzer s blade base with the attack disk from dranzer is pretty much unstopable. This is the best of the best buy it!"
positive,Nice story,This is they type of cartonish movies my daughter likes to watch. It has a beautiful story to it. My daughter loves it.
positive,Good item if only...,"Enough to hold a SLR, 4 lens and flash plus all the nick nacks in the zippered sections. Straps are strong, but zippers don't hold to firm, had to tie it together when travelling and walking around. but great product still."
negative,interesting and disappointing,"I watched this DVD last week and the best thing about it was that i could remember watching some of these performances on tv in the early seventies when i lived in Holland and watched the German live music show Beatclub on saturday afternoon, beatclub later on became musikladen, but i think the majority of these clips were from the beatclub era. From memory there should be much better material available than what we get here. Some of the clips are ok, but on the majority the sound is dreadful and it only has historical an sentimental value. I was thinking of buying other musik laden titles but after this I think i'll give them a miss. If you want good sounding historical stuff buy Woodstock orthe Great Whistle test compilation. Highlights for me were Santana and Procol Harum with an outstanding performance by BJ wilson, their drummer."
negative,So bad it's hilarious!,"I actually had a great time watching this movie because it's so bad, I laughed out loud throughout. All the positive reviews must be from people who are impressed with movies that have great looking people in them but don't mind that the plot is the most ridiculous piece of drivel ever written. Here's the whole movie: J Lo catches crook Clooney, sleeps with him, wakes up and he's gone, repeat...repeat....repeat.... Seriously! That is the WHOLE MOVIE! Every time she wakes up she's like ""Oh darn it. He's gone again. Guess I'll have to start over"". Critics were paid to give this movie good reviews; there's just no other explanation. As far as all the customers who gave it good reviews, I can only envy them for the great prescription medications they must be taking."
negative,"Misguided, but useful","The sidebars and the historical context of existing brand names is fantastic. The conclusions he draws in the main text are confusing at best, contradictory at worst.I don't regret having it, and it's got more naming information than any other resource I've found. However, his advice is based on very subjective conclusions and needs to be taken with gigantic grains of salt."
positive,This is a Fabulous Toy!,"My 15 month old daughter loves this table. She doesn't walk yet and is still at the cruising stage. She likes this toy because she can pull up on it and play with it while standing up. The side with the faux Legos on it doesn't interest her much, but it doesn't matter. The side of the table with the train, phone, and other activities on it keeps her very busy. I would recommend this table to anyone who wants to keep their baby busy for a good 10 to 15 minutes at a time and for anyone who wants to encourage their child to pull up, cruise, or walk."
positive,"Thought provoking & original, but you'll have to concentrate","From the start, this is an engaging book that captures the reader with an easy writing style and structure. That Strieber is an accomplished author, there is no doubt. This is the first book I have read on the subject of encounters that attempts to plumb the depths of 'why' rather than 'what' and in that respect it is very thought provoking. Strieber has made a commendable effort to present the visitor experience in a new and challenging light, although later in the book, new ideas and philosophies do pop into existence at an alarming rate and can be difficult to follow. On the whole I would recommend this book to anyone who wants to reconcile how the Visitors might fit into New Age thinking, but be warned, you'll have to concentrate hard on the last few chapters."
negative,really boring,"This movie was based on a book by Edith Warton. I liked Enya's song in the one part of the movie, but the story I thought was very shallow because everyone was so obsessed with being proper and rich. Some of the food looked good, but I got sick of seeing all of the cups and saucers and plates and watching men clipping and smoking their cigars. Everybody was always feeling sorry for themselves, and they all had too much to be feeling sorry for themselves. It drove me crazy. I liked Winona Ryder in Little Women."
negative,works in a pinch,"Quick points (it's just a shaver)- cuts decently close, but nowhere near a shave- large spacing between the teeth, so multiple passes necessary- batteries don't like to stay seated, a couple of taps of the unit against the hand usually get it running again- it does look good, with a blue power light and rubberized grip- the length attachment is AWFUL! fills up with hair, has to always be emptied, which wouldn't a big deal if it wasn't so hard to remove! the intended pressure point to squeeze the head to remove the spacer isn't very effective.I wouldn't recommend this for a clean shave or a 5pm shadow. this is good for longer-bearded guys who want to shape the beard or pick off the straggler hairs."
negative,Cats never touched it,"After hearing about so many cats finding this water fountain irresistable, I bought one in February. My cats like running water from a faucet as much as the next cat, but neither one of them ever seemed to take a drink from this new fountain. I ran it for about 6 weeks, but the reservoir water level didn't go down and I never saw them drinking from it. I finally disconnected it for good and am getting rid of it. It's just a little too large and a little too noisy to keep around for another try."
positive,beautiful music that permeates your heart and soul.....,"This album is one of the latest and greatest in my Latin music collection. Leonel Garcis and Noel Schajris have a gorgeous, lyrical quality to their harmonies, and their fusion of r&b;, hip hop and Latin elements will have you hooked. Some of my favorite cuts on the album include ""Que Me Alcance La Vida"" (a stunning ballad!), ""No Voy"" (a more uptempo song with a beat reminscent of old school Michael Jackson), and ""Junto a Ti"" (a hip hop inspired beat with Puerto Rican rapper, Vico C).This album is a great introduction to this marvelous musical duo. They have a romanticism that is very rare in today's music scene, and are definitely worthy of MUCH more exposure in the United States. I hope this album brings them a Grammy (and not just a Latin one!!!). I look forward to hearing much more from these guys in the future."
positive,really fun,Its a fun way to let someone know all different types of stuff about you. Plus you can do it as an activity together =)
positive,Excellent!!! I could not put it down...,"I never was much at reading the Bible, much less revelations, but after reading these books, I understand it so much better. It really shook me up. I have become a Christian just recently."
positive,Skating rough!!,"U think 1 was good 2 is so much better!! You can create skaters,park create,and more of a challage.BUY IT!"
positive,The Penis Unvarnished,"We American guys think we know everything about penises. But the truth is we know about our own--not the penises of our friends or men of other races and cultures. This book shows how circumcision can negate sensation. While USA guys love to parade our penises on nude beached in Europe oh so proud of the so-called superior beauty of a circumcised penis WHEREAS our European friends with their so-called UGLY uncut penises are having the last laugh as they get more of a thrill from their ""tool"" then we do with ours. The book shows us that the old rant about size NOT mattering is the bunk every guy has always known. Size matters to heterosexual women not to gay men as much. Read this to learn that a penis needs maintenance like an old wooden tennis racquet and needs to ""breath"" like fine wine."
negative,not impressed,"After reading all the positive reviews I had high hopes for this product. It left my hair stringy, did not help create curl, and had a weird residue. Oh well, on to the next."
negative,not recieved,"I have not recieved this product and the people who I buy it, they have been absolutelydeaf to my request they are only for the money not for the costumer service..."
positive,Perfect for the occasion....,Perfect for the occasion .... Came in a perfect case and was delivered on time ..
positive,The BEST robe I've ever owned!,"Our house is drafty and chilly and every winter I tote around my down blanket. But not anymore! Received this robe for Christmas and I haven't left the house since. It covers to the floor keeping my feet warm (I'm 5'4"")and the sleeves can be folded back if too long and it is still comfortable and looks nice.A fantastic, quality product, highly recommended!"
positive,Good thing I persisted,"After reading the first dozen pages, I was rather disappointed. I kept telling myself, ""Oh, well, at least I bought it used,"" but even so I was tempted to bawl out the reviewer from ""Analog"", I think, who'd gushed about the book. And then it clicked. And after that I was almost wholly happy. The gags, the one-liners, the action scenes - they all work nicely, even if the mushroom men make strangely low-powered enemies (I mean, falling apart because of shotgun recoil? Hardly brilliant...).All in all, a nice fast read with a good premise and decent writing. Hopefully, if there are sequels, they would improve on this."
positive,It works and is a great value.,"I use it to connect my Sirus/XM receiver, a microphone and my iPod Classic to a set of Genius speakers. It sounds good. The equalizer feature is a plus as compared to other mixers in its class. It priced right."
positive,Familiar,The details and thoughts of E. B. Sledge is that of similarity of my experiences in Afghanistan and Iraq. Very well put together book it explains so civilians but a lil to much for those of us serving in the military but fascinating to see how the phrases of Marines change over generations but the meaning is still the same.
positive,Special Edition adds extra sub-plot,"I've always known this film in the original theatrical version, which is well over 2 hours long. The Special Edition adds another 24 minutes of footage and adds an extra environmental sub-plot. I'm not entirely convinced by the longer version, which ends up being a little preachy, but it does add some extra interest and alien interaction. However, the original theatrical version is also included on the same DVD, with the classic solid-water tentacle effect, and deep-sea mini-sub battles, plus the superb performances of Ed Harris and especially Elizabeth Mastrantonio, who really should have appeared in more films."
positive,Powerlessons which translate into lifetime relationships,"I began using Dr. Melanie's Parenting 101 book in 1984 when I had a new baby. I quickly realized that this was the most significantly positive step I could take in executing the most important job in the world; and I never looked back! I still use Dr. Melanie's principles with my son who is now 15 years old, and truly, I believe to be a well developed human being. I am eternally grateful to have been given the opportunity to apply this information from the ""beginning."" Blessed are the educators for they empower us all."
negative,shockingly boring,"I understand the desire to shock a reader to keep things interesting however, in this book Frey did not succeed. I first read this book as a senior in high school and was unimpressed. It's an easy read and is moderately interesting, enough to get through at least, but Frey's attempt at being brutal and honest comes off as unrealistic and cold. He as a main character, although fictional, is very hard to identify with let alone like. Overall I really didn't like this book because to be blunt, it sucked."
positive,Stargate SG - 1 - Season 9,I really enjoyed all of the action. The plots were very well put together. The Stars were great. If you like science fiction this great. My family and I loved it . I can't wait to get season 10
positive,I couldn't watch Planet of the Dead on Netflix so I bought it here,It was a pretty cool episode and honestly pretty important to the 3 episodes that come after it. Titty Sprinkes
negative,Charmed - the complete second season!,I have not receive my order yet! This is the first time it happened to me. I am a regular amazon customer. This is my third year!
negative,"Great short time steam cleaner, not for the long haul","I bought this steam cleaner one year ago and have used it roughly 4 times. Each time I used it, I found I had to turn the rotating brush switch from off to on a couple of times to get the brushes turning. I didn't take it to get serviced, because Hoover won't cover the service charge, just the parts and labor. It worked great until the day after my warranty expired, which is today. The brushes won't turn at all and it will cost you about 75.00 to get the turbine replaced. And as an added bonus, the clean water tank has started leaking. A common problem, according to the repair guy. Save your money and get the Bissell steamvac. The service guy said by far he has had the least repairs on it."
positive,Work Great,"I have had these on my car for about 6 months now and they are holding up great. They held up through a very rough winter and are still wiping beautifully. They installed very easily on my 2001 infinity I30. I also bought them for my girlfriends 2002 Lexus LS430 and had some problems since Lexus has some crazy not at all standard wiper hooks. I had looked up compatibility and they should have worked. I eventually got em on, and they are staying on, but I don't think they were actually compatible."
negative,holidays on ice,This was a horrible selection for our book club. I didn't finish it & neither did most of the club. Very bleak & twisted.
positive,Great Telescope for Beginners,"(...)Max Advertised Power was I think 250 but with the 9mm and 25mm lens you dont even get close which are the defaults that the telescope comes with. You have to buy the Barlow lens or the 4mm lens to see saturn.Over all for the (...)price its really great, but buying the lenses will cost an additional (dollar amount), so total comes to about (dollar amount), for that price this is the best in its class."
positive,An electric jolt to game music from the master of game music,"At first i was leery about this album. Hard rock remakes of game music? Sounded like another Minibosses album...but then i saw the track list and beheld that one of my fave songs was on it. The eternal classic 'Dancing Mad', the boss theme for my all time favorite villain Kefka. Right then and there i knew i had to have the album, if just for that song alone. Luckily i found a used copy for cheap..and after listening to it..i realized just how wrong i was to judge this album without looking into it. With one glaring exception i.e. 'Battle Scene II', the entire CD is perfect. From the nostalgia bringing 'Battle Scene I', to the made-me-cry-in-bliss redo of 'Dancing Mad', and even the techno-esque 'J-E-N-O-V-A', everything was so..so...well, i can't really put it into words. So be a good Uetmatsu fan and get this album...NOW! I mean it! Click the buy button! you won't be wasting cash!"
positive,"I want ""More"" of Matt. West","The first time I heard the song 'More' on the radio I was instantly hooked and wanted to get the CD. I then found out another really good (and funny) song 'End, The' was by him and went out and got the CD immediately. Unlike most CD's where there are a few songs that just don't hit the point all of Matt. West's songs do! His lyrics are incredibly positive and the beat will never let you down. I really like how they made the CD look. And the little 'bonus' you get when you buy it.(You'll have buy it, to see what I mean.) Matthew West really blasted into Christian music. And I certainly know this won't be ""The End"" of his sucess."
positive,Great overall,This is a great camera and buy. the quality is exceptional and with a one hundred dollar external mic it has superior performance. It has dv in and out and av in out and still picture is very nice. i do not owne this product but use it almost every day in my video production class
negative,DO NOT WASTE YOUR MONEY ON THIS BOOK!,"Well, I see from the reviews posted recently that some of WC employees are doing their duty by writing in. You can take my advice or leave it, it's up to you, but I'm telling you anything you buy from Wade Cook is a total waste of your money. Every book, seminar, or course he sells has one motive in mind, to get you to buy more and more Cook products. There are lots of excellent books available on investing and trading from people who actually made their fortunes trading, not by selling seminars and books like Mr. Cook. I notice one of the reviews said "" Mr. Cook realizes most people read on a 9th grade level, so he keeps is simple."" I've got some serious news for you my friend, if you can do no better than a 9th grade reading level, and you think you're going to learn to trade the markets, you are sadly mistaken. I have a suggestion for you, take your money and go to Vegas. You'll have a much better time than if you hand it over to professional traders."
negative,Big let down!,"I had high expectations of this book because Sylvia Plath came highly recommended by a reliable source, but I was counting the pages until I was done, painfully waiting for the book to get interesting and it never happened. It is easily in the top 3 worse books I've ever read category."
positive,An Addictive Story with Great Characters,"The Truth About Forever is my second Sarah Dessen Book. I have to say, I enjoy her writing. The story focuses on Macy after her dad's death. Macy is written to a tee. She experiences all kinds of emotions and they all seem real. There were definitely some times that I wanted to shake some sense into her, though. I understood why she was with Jason, but I thought it was strange how she never questioned the relationship. It's almost as if she's blind. Kristy, who is introduced a few chapters in, was the answer to my prayers. She tells Macy like it is and helps her see the light.This book sucked me in from beginning to end. The character development is great, and so is the story. If you haven't read any Sarah Dessen yet, I'd suggest you try this one on for size."
negative,Big Fat Let Down,"I bought this Coby dvd player because it was listed as being NTSC/PAL compatible. I loved this because I buy a lot of dvds from the U.K., dvds from some of my favourite shows like The Catherine Tate Show, Footballers' Wives, Keeping Up Appearances, etc. This alleged compatibility was totally deceptive. It should have been clarified that it would be compatible with tvs that are NTSC or PAL. It is NOT compatible with dvds that are Region 2 (PAL) coded. The only way this dvd will work with a foreign dvd is if it is listed as Region O. To say I was let down or miffed by this experience, would be a bit of an understatement. I will NEVER waste my money on a Coby product ever again! I would sooner set my money aflame.If you are wanting a dvd player to play Region 2 dvds, like those from the U.K., don't waste your money on this product. Trust me, you would be wasting your money."
positive,Too Stiff but nice,The belt is of nice qualify but a bit too stiff for my liking. I'm sure it will soften with time though.
positive,Lasher was as enthralling as the Witching Hour.,"I read The Witching Hour and was completely unable to put it down and when I went out and bought the sequel, Lasher, it was just as enthralling. This book is the best Anne Rice novel I have yet to read. It pulled me in and I am still wanting more even though I have finished the book. I would recommend this book to anyone who likes a little of the unusual and erotic."
positive,AWESOME!,"I've been fan of the series since '99, watch it on cinema 5th times, then i watch the animatrix online, play the game, watch the other two, and was looking foward to buy the Matrix Complete Collection on DVD, i didn't find it anywhere, so the time passed the technology changes, and i got this on my hands, it was a closedeyes order, i couldn't lose. Then after a long time, the package arrived, the Cover of the BOX, the BOX, the Disks, all the stuff, worth every dollar and time of shipping, i'm watching it right now with a cousin, he haven't seeing any, so now, watching it in HD for the 1st time, just imagine, he should write the review, anyway the content of the disks, the commentaries, To every fan of the series is a non-regret buy, so, if u think u're a huge fan, u should get it, and u'll get a lot of time of Matrix fun_"
negative,Mediocre...At Best,"There is nothing about the Williamsburg bridge in this novel. More importantly, there is very little learned about Chassidism. Essentially, it is a collection of stories the author tells that, at best, is tangental to his religion. Go elsewhere if you are looking for a book on Chassidism."
positive,The Joy of Uncircumcising is a true gift.,This book is well written and gives the truth behind circumcision's destructive qualities. The book is very helpful for men who feel they have had something wrongfully taken from them through circumcision. I strongly recommend it to anyone who cares about his body.
positive,Handyman's secret weapon.,"I have used this knife constantly since its purchase, and must say it is everything I had hoped for. Being very well balanced allows it to be thrown underhanded, similar to a shuriken. The double sides allows one edge to be sharp enough to shave with while the other can be a slightly more blunt utility edge. The sheath works great allowing easy removal of the blade, but tight enough that it has never slipped free while hung vertical on the back of my belt (which is where I typically carry it). Others complain about the maintenance, but I have never had a problem with rust even though I only sharpen it once a week and it is constantly used in moist conditions. I suppose if you hardly ever sharpen or use the blade it would rust due to the high quality cutting edge.I strongly recommend this over the other boot knives sold online, or locally."
negative,This is unethical,This is probably the worst bigfoot film i have ever seen. four dudes in a hotel room talking about bigfoot does not qualify as research. don't buy it. its borderline unethical. '
negative,"james cameron, what happened?","alright, let's get the basics outta the way. While the special effects and disaster scenes deserved all the credit it got, this movie sucks. it's supposed to be a great love story, yet it's about a future wife committing adultry with a bum. plus it had a bad script. hell, i believed Total Recall had better acting and a better script than this. if you want a good and/or historically correct movie, consider watching these: Saving Private Ryan, The Shawshank Redemption, The Untouchables, hell, watch Superman. that's probably more likely to happen than in this crap that evidentally deserves 11 academy awards. If you want a real movie worthy of that much oscars, watch one of the best movies ever: Ben-Hur"
negative,Good idea that turned out bad,"Couple of things you need to know before you consider buying one of these:1. Picture quality is poor (pixely), even in true color and no matter what, screens have blueish shadow that you can't get rid of.2. Control Utility that actually sends the signal to the player from your machine (in wired or wireless setup) will eat up 70% or more of your processing power, bringing machine down to a crawl. I tested this with 4 different computers and all exhibited the same problem.3. Not all Wireless NICs will work with the player; you're better off investing in Link WNIC if you want some kind of wireless functionality.Overall, great idea that went wrong. Link support is nonexistent and I couldn't deal with slowness issue. Sent the player (and Wireless USB adapter that I bought for this) back the very same day.Stay AWAY."
negative,Falls Flat,"I barely made it through this movie. The story contained an endless string of awkward moments with nothing uplifting in between. Well, it tried to be uplifting in places, but fell flat. There was no drama and no successful comedy. The actors gave monotone performances and none of the characters were particularly likeable, especially Jennifer Garner's character. In my humble opinion, watching this movie was, frankly, a waste of time."
negative,Doesn't last,"If you don't mind replacing this machine frequently, then you will probably like the popcorn it produces. Our first lasted about a year, before an internal part popped off and couldn't be repaired. In good faith, we bought another, but it lasted less than 6 months, before we the heating element began to fail, producing lots of under-popped corn. Would be great if they could just make them last longer! We're going to get a Whirley-Pop to use on a new gas stove!"
negative,The Magic ends here....,"I really enjoyed the first two books. This one- HUGE disappointment. Maybe it was just me?.. I didn't enjoy that this author kind of rewrote the rules for this book. The writing style isn't true to the first two, making it a little confusing. Little things like the change in everyone's dialect killed the credibilty I was trying to give Herndon. Maybe the only thing that kept me motivated was the urge to finish the series and it was so suspenseful ~ more action and cheesy combat cries than needed for a plot like this. I have to admit in few places the battle action was well worded and some conversations made me laugh.. But still, overall, two stars."
negative,OUCH!,"These are too long to fit well resting in the outer ear and too thick to fit in the canal. They're much less comfortable than the earbuds that came with my Sansa MP3 player, and the sound quality isn't as good, either. I'll be replacing mine before they wear out--a first for me!"
negative,Firefly TV soundtrack,"I enjoyed this style music quite alot. I am a fan of the show, and hearing it there led me to purchase the CD. There is a small draw back in that the music pieces are very short. I would have liked 2 CDs with longer cuts....but Great Stuff!"
negative,"Outdated, don't bother with it","The wrk54g is outdated and poorly functional with newer devices. Mine was requiring rebooting often and had an interference problem when used with Samsung Galaxy tab. Cisco does not support this device as you cannot get updated firmware. Don't waste you time with it. Try a Belkin, I've had good luck with my n600. Or perhaps a Dlink.Terry"
positive,"Read, mull, spew?",Why does the story of one woman's journey inspire so much angst? Maybe for the same reason most of us haven't yet learned to respect an opinion (and the opinion giver) that differs from our own. Of course she's imperfect for Pete's sake...she's human! And she wrote a book many people have enjoyed reading. What is so terrible about that?
positive,Cute but not durable,"Cute little doll that my daughter likes but ripped easily.. she is a teenager and doesn't exactly ""play"" with her dolls...they just hang out on her bed and dresser."
negative,Did not work for me,"I bought this to put PC signal on my monitor and my TV. The signal was weak and made both desktop monitor & LCD tv jump, blur, etc... I ended up buying an electronic splitter which works great. See my other reviews"
